price,condition,mileage,year_built,engine,location,company,model
34500,Used,109999,2015,1561,Selangor,Proton,SuprimaS
21700,Used,119999,2013,1561,Selangor,Proton,SuprimaS
27800,Used,84999,2015,1561,Kuala Lumpur,Proton,SuprimaS
25000,Used,109999,2013,1561,Kuala Lumpur,Proton,SuprimaS
23500,Used,129999,2013,1561,Selangor,Proton,SuprimaS
25999,Used,89999,2013,1561,Kuala Lumpur,Proton,SuprimaS
24800,Used,94999,2013,1561,Kuala Lumpur,Proton,SuprimaS
28900,Used,69999,2014,1561,Selangor,Proton,SuprimaS
24800,Used,129999,2013,1561,Kuala Lumpur,Proton,SuprimaS
30999,Used,79999,2015,1561,Kuala Lumpur,Proton,SuprimaS
24800,Used,119999,2013,1561,Kuala Lumpur,Proton,SuprimaS
27900,Used,84999,2014,1561,Selangor,Proton,SuprimaS
31800,Used,84999,2013,1561,Johor,Proton,SuprimaS
24990,Used,99999,2014,1561,Selangor,Proton,SuprimaS
25800,Used,94999,2013,1561,Kuala Lumpur,Proton,SuprimaS
20000,Used,119999,2014,1561,Kuala Lumpur,Proton,SuprimaS
26800,Used,94999,2014,1561,Kuala Lumpur,Proton,SuprimaS
29888,Used,74999,2016,1561,Selangor,Proton,SuprimaS
31800,Used,54999,2015,1561,Selangor,Proton,SuprimaS
31980,Used,129999,2013,1561,Selangor,Proton,SuprimaS
19500,Used,179999,2014,1561,Kedah,Proton,SuprimaS
31888,Used,89999,2015,1561,Kuala Lumpur,Proton,SuprimaS
23800,Used,54999,2015,1561,Kuala Lumpur,Proton,SuprimaS
25800,Used,94999,2013,1561,Johor,Proton,SuprimaS
31999,Used,119999,2014,1561,Selangor,Proton,SuprimaS
32800,Used,79999,2015,1561,Selangor,Proton,SuprimaS
26800,Used,79999,2013,1561,Kuala Lumpur,Proton,SuprimaS
25800,Used,99999,2013,1561,Johor,Proton,SuprimaS
32800,Used,94999,2015,1561,Johor,Proton,SuprimaS
32800,Used,94999,2015,1561,Selangor,Proton,SuprimaS
29900,Used,139999,2013,1561,Sabah,Proton,SuprimaS
26800,Used,79999,2015,1561,Kuala Lumpur,Proton,SuprimaS
28000,Used,129999,2014,1561,Selangor,Proton,SuprimaS
28000,Used,109999,2015,1561,Kuala Lumpur,Proton,SuprimaS
26800,Used,69999,2015,1561,Johor,Proton,SuprimaS
28800,Used,84999,2013,1561,Perak,Proton,SuprimaS
28800,Used,84999,2014,1561,Selangor,Proton,SuprimaS
25999,Used,89999,2014,1561,Selangor,Proton,SuprimaS
23800,Used,54999,2015,1561,Kuala Lumpur,Proton,SuprimaS
24800,Used,99999,2013,1561,Johor,Proton,SuprimaS
24800,Used,109999,2013,1561,Johor,Proton,SuprimaS
22800,Used,99999,2013,1561,Johor,Proton,SuprimaS
26800,Used,109999,2013,1561,Selangor,Proton,SuprimaS
26990,Used,84999,2014,1561,Selangor,Proton,SuprimaS
28800,Used,89999,2014,1561,Negeri Sembilan,Proton,SuprimaS
35000,Used,39999,2015,1561,Melaka,Proton,SuprimaS
28990,Used,84999,2014,1561,Selangor,Proton,SuprimaS
28990,Used,84999,2014,1561,Selangor,Proton,SuprimaS
25800,Used,94999,2013,1561,Johor,Proton,SuprimaS
39800,Used,94999,2018,1561,Kuala Lumpur,Proton,SuprimaS
26800,Used,119999,2013,1561,Kedah,Proton,SuprimaS
39980,Used,119999,2015,1561,Selangor,Proton,SuprimaS
45800,Used,74999,2018,1561,Perak,Proton,SuprimaS
24800,Used,44999,2016,1561,Selangor,Proton,SuprimaS
27800,Used,119999,2013,1561,Sarawak,Proton,SuprimaS
24000,Used,94999,2015,1561,Selangor,Proton,SuprimaS
22000,Used,249999,2013,1561,Kuala Lumpur,Proton,SuprimaS
30999,Used,94999,2015,1561,Selangor,Proton,SuprimaS
31990,Used,69999,2016,1561,Selangor,Proton,SuprimaS
24777,Used,89999,2014,1561,Kuala Lumpur,Proton,SuprimaS
45980,Used,79999,2017,1561,Selangor,Proton,SuprimaS
43980,Used,79999,2017,1561,Selangor,Proton,SuprimaS
32850,Used,149999,2013,1561,Kuala Lumpur,Proton,SuprimaS
32800,Used,79999,2015,1561,Perak,Proton,SuprimaS
43980,Used,74999,2017,1561,Selangor,Proton,SuprimaS
30000,Used,79999,2015,1561,Selangor,Proton,SuprimaS
29800,Used,54999,2016,1561,Selangor,Proton,SuprimaS
29980,Used,249999,2013,1561,Selangor,Proton,SuprimaS
25800,Used,189999,2013,1561,Kedah,Proton,SuprimaS
39980,Used,129999,2015,1561,Selangor,Proton,SuprimaS
23800,Used,109999,2013,1561,Kuala Lumpur,Proton,SuprimaS
29800,Used,84999,2015,1561,Selangor,Proton,SuprimaS
29800,Used,99999,2013,1561,Kuala Lumpur,Proton,SuprimaS
26990,Used,84999,2014,1561,Selangor,Proton,SuprimaS
31800,Used,159999,2013,1561,Johor,Proton,SuprimaS
15000,Used,119999,2013,1561,Johor,Proton,SuprimaS
23000,Used,79999,2013,1561,Kuala Lumpur,Proton,SuprimaS
25800,Used,139999,2014,1561,Selangor,Proton,SuprimaS
30900,Used,64999,2015,1561,Selangor,Proton,SuprimaS
27900,Used,79999,2014,1561,Selangor,Proton,SuprimaS
32999,Used,64999,2016,1561,Johor,Proton,SuprimaS
28888,Used,84999,2013,1561,Kuala Lumpur,Proton,SuprimaS
22000,Used,249999,2013,1561,Perak,Proton,SuprimaS
35800,Used,69999,2015,1561,Perak,Proton,SuprimaS
27800,Used,89999,2013,1561,Johor,Proton,SuprimaS
27800,Used,Used,Used,Used,Perak,Proton,SuprimaS
39980,Used,129999,2015,1561,Selangor,Proton,SuprimaS
29800,Used,109999,2013,1561,Perak,Proton,SuprimaS
23500,Used,249999,2014,1561,Perak,Proton,SuprimaS
13000,Used,139999,2013,1561,Sarawak,Proton,SuprimaS
22000,Used,249999,2013,1561,Perak,Proton,SuprimaS
26800,Used,179999,2013,1561,Terengganu,Proton,SuprimaS
26000,Used,149999,2014,1561,Selangor,Proton,SuprimaS
26500,Used,159999,2013,1561,Selangor,Proton,SuprimaS
109300,New,4999,2023,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
89800,Used,44999,2021,1477,Selangor,Proton,X50
88300,New,4999,2023,1477,Sabah,Proton,X50
96800,,,,,Selangor,Proton,X50
85655,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Johor,Proton,X50
105800,Used,49999,2022,1477,Sarawak,Proton,X50
95033,New,4999,2023,1477,Selangor,Proton,X50
108038,New,4999,2023,1477,Kuala Lumpur,Proton,X50
90800,Used,44999,2021,1477,Sarawak,Proton,X50
109000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
90000,New,4999,2023,1477,Selangor,Proton,X50
106088,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2022,1477,Selangor,Proton,X50
92000,Used,9999,2022,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
91300,New,4999,2023,1477,Penang,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
97500,New,4999,2023,1477,Selangor,Proton,X50
85888,New,4999,2023,1477,Perak,Proton,X50
108800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
108800,New,4999,2023,1477,Selangor,Proton,X50
89800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97500,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97300,New,4999,2023,1477,Selangor,Proton,X50
89800,New,4999,2023,1477,Selangor,Proton,X50
108800,New,4999,2023,1477,Selangor,Proton,X50
85655,New,4999,2023,1477,Selangor,Proton,X50
90118,New,4999,2023,1477,Selangor,Proton,X50
90118,New,4999,2023,1477,Selangor,Proton,X50
90188,New,4999,2023,1477,Selangor,Proton,X50
84700,New,4999,2023,1477,Selangor,Proton,X50
97688,New,4999,2023,1477,Johor,Proton,X50
90188,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97567,New,4999,2023,1477,Selangor,Proton,X50
109188,New,4999,2023,1477,Selangor,Proton,X50
88800,Used,39999,2021,1477,Selangor,Proton,X50
92999,Used,9999,2022,1477,Selangor,Proton,X50
109188,New,4999,2023,1477,Selangor,Proton,X50
97666,New,4999,2023,1477,Negeri Sembilan,Proton,X50
87188,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109188,New,4999,2023,1477,Selangor,Proton,X50
97399,New,4999,2023,1477,Selangor,Proton,X50
97300,New,4999,2023,1477,Selangor,Proton,X50
97399,New,4999,2023,1477,Selangor,Proton,X50
97399,New,4999,2023,1477,Kuala Lumpur,Proton,X50
89800,Used,24999,2021,1477,Selangor,Proton,X50
97600,New,4999,2022,1477,Kuala Lumpur,Proton,X50
109180,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97499,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86799,Used,14999,2022,1477,Selangor,Proton,X50
97800,Used,44999,2021,1477,Negeri Sembilan,Proton,X50
97399,New,4999,2023,1477,Selangor,Proton,X50
97499,New,4999,2023,1477,Selangor,Proton,X50
97600,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97600,New,4999,2022,1477,Kuala Lumpur,Proton,X50
97680,New,4999,2023,1477,Selangor,Proton,X50
92800,Used,14999,2020,1477,Selangor,Proton,X50
109180,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109180,New,4999,2023,1477,Kuala Lumpur,Proton,X50
90000,New,4999,2023,1477,Selangor,Proton,X50
92800,Used,19999,2020,1477,Selangor,Proton,X50
90180,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109250,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109180,New,4999,2023,1477,Selangor,Proton,X50
87000,Used,19999,2022,1477,Kuala Lumpur,Proton,X50
85599,New,4999,2022,1477,Kuala Lumpur,Proton,X50
96999,Used,Used,Used,Used,Kuala Lumpur,Proton,X50
85655,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97444,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2022,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2022,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
94800,Used,34999,2022,1477,Selangor,Proton,X50
109188,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109188,New,4999,2023,1477,Negeri Sembilan,Proton,X50
97678,New,4999,2023,1477,Johor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
99000,Used,24999,2021,1477,Selangor,Proton,X50
94800,Used,69999,2020,1477,Penang,Proton,X50
90300,New,4999,2023,1477,Selangor,Proton,X50
85655,New,4999,2023,1477,Kuala Lumpur,Proton,X50
85655,New,4999,2023,1477,Kuala Lumpur,Proton,X50
116000,New,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
78000,New,4999,2022,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
80800,New,4999,2023,1477,Selangor,Proton,X50
85600,New,4999,2023,1477,Selangor,Proton,X50
95880,Used,29999,2021,1477,Kuala Lumpur,Proton,X50
89800,Used,29999,2021,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
88988,Used,4999,2021,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Johor,Proton,X50
86300,New,4999,2022,1477,Selangor,Proton,X50
101800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
85888,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Kedah,Proton,X50
97800,New,4999,2022,1477,Kuala Lumpur,Proton,X50
84000,New,4999,2023,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2022,1477,Selangor,Proton,X50
93300,New,4999,2022,1477,Selangor,Proton,X50
84600,New,4999,2023,1477,Selangor,Proton,X50
103000,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
80000,Used,44999,2021,1477,Sabah,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
86000,New,4999,2022,1477,Melaka,Proton,X50
83300,New,4999,2023,1477,Perak,Proton,X50
93800,Used,44999,2020,1477,Johor,Proton,X50
83800,Used,34999,2021,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
85600,New,4999,2022,1477,Selangor,Proton,X50
96888,Used,14999,2020,1477,Melaka,Proton,X50
77888,Used,29999,2022,1477,Selangor,Proton,X50
92000,Used,4999,2022,1477,Melaka,Proton,X50
93300,New,4999,2023,1477,Penang,Proton,X50
93800,Used,44999,2020,1477,Johor,Proton,X50
86000,New,4999,2023,1477,Selangor,Proton,X50
120000,New,4999,2023,1477,Selangor,Proton,X50
113300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
92888,Used,39999,2022,1477,Selangor,Proton,X50
93800,Used,44999,2020,1477,Johor,Proton,X50
93800,Used,44999,2020,1477,Johor,Proton,X50
101800,New,4999,2023,1477,Penang,Proton,X50
86300,New,4999,2022,1477,Penang,Proton,X50
113300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
94800,Used,4999,2022,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
113600,New,4999,2023,1477,Kuala Lumpur,Proton,X50
113980,New,4999,2023,1477,Kuala Lumpur,Proton,X50
103800,New,4999,2023,1477,Selangor,Proton,X50
89999,Used,44999,2020,1477,Johor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
95780,Used,Used,Used,Used,Selangor,Proton,X50
97800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
90128,New,4999,2023,1477,Selangor,Proton,X50
94678,New,4999,2023,1477,Kuala Lumpur,Proton,X50
108800,New,9999,2023,1477,Kuala Lumpur,Proton,X50
93888,Used,9999,2022,1477,Selangor,Proton,X50
109000,New,4999,2023,1477,Selangor,Proton,X50
89800,New,4999,2023,1477,Selangor,Proton,X50
97500,New,4999,2023,1477,Selangor,Proton,X50
97688,New,4999,2023,1477,Selangor,Proton,X50
108800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109000,New,4999,2023,1477,Selangor,Proton,X50
97688,New,4999,2023,1477,Selangor,Proton,X50
99999,Used,14999,2022,1477,Penang,Proton,X50
91500,Used,14999,2021,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Johor,Proton,X50
95888,Used,44999,2021,1477,Selangor,Proton,X50
88900,New,4999,2023,1477,Melaka,Proton,X50
86300,New,4999,2023,1477,Perak,Proton,X50
101800,New,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
94800,Used,29999,2020,1477,Selangor,Proton,X50
91500,Used,39999,2020,1477,Negeri Sembilan,Proton,X50
113300,New,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
101800,New,4999,2023,1477,Selangor,Proton,X50
88988,Used,4999,2021,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
86300,New,4999,2023,1477,Kedah,Proton,X50
92000,Used,19999,2021,1477,Kuala Lumpur,Proton,X50
98800,New,4999,2023,1477,Selangor,Proton,X50
89800,Used,24999,2021,1477,Kuala Lumpur,Proton,X50
92780,Used,Used,Used,Used,Selangor,Proton,X50
85000,New,4999,2023,1477,Putrajaya,Proton,X50
95780,Used,Used,Used,Used,Kuala Lumpur,Proton,X50
93000,Used,19999,2021,1477,Sabah,Proton,X50
93000,Used,39999,2021,1477,Sabah,Proton,X50
88800,Used,19999,2022,1477,Selangor,Proton,X50
86800,Used,29999,2021,1477,Selangor,Proton,X50
113300,New,4999,2023,1477,Selangor,Proton,X50
93800,Used,29999,2020,1477,Kuala Lumpur,Proton,X50
96999,Used,14999,2021,1477,Kuala Lumpur,Proton,X50
92888,Used,14999,2020,1477,Selangor,Proton,X50
89940,Used,44999,2021,1477,Selangor,Proton,X50
92800,Used,44999,2020,1477,Selangor,Proton,X50
85655,New,4999,2023,1477,Selangor,Proton,X50
92888,Used,Used,Used,Used,Kuala Lumpur,Proton,X50
84800,Used,44999,2020,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
93300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
83300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97399,New,4999,2023,1477,Selangor,Proton,X50
99800,Used,24999,2021,1477,Johor,Proton,X50
89799,New,4999,2023,1477,Kuala Lumpur,Proton,X50
89800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
98800,Used,14999,2023,1477,Kuala Lumpur,Proton,X50
99000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
97399,New,4999,2023,1477,Kuala Lumpur,Proton,X50
89999,Used,44999,2020,1477,Johor,Proton,X50
87500,Used,Used,Used,Used,Selangor,Proton,X50
86500,New,4999,2023,1477,Selangor,Proton,X50
88300,New,4999,2022,1477,Sabah,Proton,X50
77800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
93300,New,4999,2023,1477,Melaka,Proton,X50
109200,New,4999,2023,1477,Selangor,Proton,X50
95800,Used,24999,2020,1477,Johor,Proton,X50
89999,Used,44999,2020,1477,Johor,Proton,X50
89800,Used,34999,2021,1477,Johor,Proton,X50
89999,Used,44999,2020,1477,Johor,Proton,X50
99800,Used,19999,2021,1477,Johor,Proton,X50
85600,New,4999,2022,1477,Selangor,Proton,X50
85600,New,4999,2023,1477,Selangor,Proton,X50
85600,New,4999,2022,1477,Selangor,Proton,X50
110300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
98800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
111000,New,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
99800,Used,19999,2022,1477,Johor,Proton,X50
84700,New,4999,2023,1477,Kuala Lumpur,Proton,X50
99800,Used,24999,2021,1477,Johor,Proton,X50
99800,Used,24999,2022,1477,Johor,Proton,X50
75800,Used,34999,2021,1477,Selangor,Proton,X50
92800,Used,19999,2020,1477,Selangor,Proton,X50
95888,Used,44999,2021,1477,Selangor,Proton,X50
99800,Used,24999,2021,1477,Johor,Proton,X50
88800,Used,14999,2022,1477,Selangor,Proton,X50
98000,New,4999,2023,1477,Johor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
92800,Used,19999,2020,1477,Selangor,Proton,X50
100800,New,4999,2023,1477,Selangor,Proton,X50
90300,New,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
89800,Used,29999,2021,1477,Kuala Lumpur,Proton,X50
89800,Used,29999,2021,1477,Kuala Lumpur,Proton,X50
111100,New,4999,2023,1477,Selangor,Proton,X50
81000,Used,39999,2020,1477,Penang,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
96000,Used,9999,2022,1477,Kuala Lumpur,Proton,X50
107655,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Perak,Proton,X50
101800,New,4999,2023,1477,Perak,Proton,X50
113300,New,4999,2023,1477,Perak,Proton,X50
93300,New,4999,2023,1477,Perak,Proton,X50
88976,New,4999,2023,1477,Putrajaya,Proton,X50
90188,New,4999,2023,1477,Selangor,Proton,X50
106188,New,4999,2023,1477,Selangor,Proton,X50
88000,New,4999,2023,1477,Selangor,Proton,X50
99800,Used,24999,2021,1477,Johor,Proton,X50
85800,New,4999,2023,1477,Selangor,Proton,X50
93000,Used,14999,2022,1477,Penang,Proton,X50
86300,New,4999,2022,1477,Selangor,Proton,X50
88900,New,4999,2023,1477,Melaka,Proton,X50
99999,Used,14999,2022,1477,Penang,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
88000,New,4999,2023,1477,Selangor,Proton,X50
88000,New,4999,2023,1477,Selangor,Proton,X50
86976,New,4999,2023,1477,Putrajaya,Proton,X50
100800,Used,4999,2022,1477,Selangor,Proton,X50
90800,Used,19999,2021,1477,Johor,Proton,X50
86300,New,4999,2023,1477,Perak,Proton,X50
77800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
109800,Used,14999,2022,1477,Kedah,Proton,X50
97000,Used,34999,2021,1477,Johor,Proton,X50
95000,Used,34999,2021,1477,Negeri Sembilan,Proton,X50
98800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
88800,Used,19999,2022,1477,Sarawak,Proton,X50
95780,Used,Used,Used,Used,Kuala Lumpur,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
92780,Used,Used,Used,Used,Selangor,Proton,X50
95780,Used,19999,2021,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
109300,New,4999,2023,1477,Selangor,Proton,X50
92300,New,4999,2023,1477,Selangor,Proton,X50
98800,Used,4999,2023,1477,Selangor,Proton,X50
94888,Used,39999,2022,1477,Selangor,Proton,X50
92000,New,4999,2022,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Melaka,Proton,X50
113300,New,4999,2023,1477,Selangor,Proton,X50
101800,New,4999,2023,1477,Selangor,Proton,X50
101800,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
95800,Used,Used,Used,Used,Selangor,Proton,X50
108800,Used,4999,2023,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
100800,Used,29999,2022,1477,Selangor,Proton,X50
76800,Used,49999,2021,1477,Johor,Proton,X50
99800,Used,19999,2021,1477,Johor,Proton,X50
84800,New,4999,2023,1477,Selangor,Proton,X50
89800,Used,54999,2020,1477,Johor,Proton,X50
85000,New,4999,2023,1477,Selangor,Proton,X50
88900,Used,14999,2020,1477,Selangor,Proton,X50
111000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
85655,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
88000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86000,Used,9999,2022,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
95888,Used,44999,2021,1477,Kuala Lumpur,Proton,X50
107980,New,4999,2023,1477,Selangor,Proton,X50
86800,Used,34999,2021,1477,Penang,Proton,X50
95888,Used,29999,2021,1477,Selangor,Proton,X50
69888,Used,64999,2020,1477,Pahang,Proton,X50
88999,Used,29999,2021,1477,Selangor,Proton,X50
84700,New,4999,2023,1477,Selangor,Proton,X50
93888,Used,19999,2021,1477,Selangor,Proton,X50
93300,New,4999,2023,1477,Selangor,Proton,X50
85599,New,4999,2023,1477,Selangor,Proton,X50
96500,Used,29999,2021,1477,Penang,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Selangor,Proton,X50
97800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
92800,Used,34999,2021,1477,Kuala Lumpur,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
85900,Used,29999,2020,1477,Kelantan,Proton,X50
106118,New,4999,2023,1477,Kuala Lumpur,Proton,X50
88000,Used,64999,2021,1477,Johor,Proton,X50
95800,Used,14999,2020,1477,Selangor,Proton,X50
90000,New,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
101800,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Melaka,Proton,X50
91900,Used,34999,2021,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Penang,Proton,X50
103800,New,4999,2023,1477,Sabah,Proton,X50
86999,Used,14999,2022,1477,Kuala Lumpur,Proton,X50
90000,Used,19999,2021,1477,Kedah,Proton,X50
97800,Used,19999,2020,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
93888,Used,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
84300,New,4999,2023,1477,Selangor,Proton,X50
84300,New,4999,2023,1477,Selangor,Proton,X50
91000,Used,19999,2022,1477,Kuala Lumpur,Proton,X50
90000,Used,19999,2021,1477,Melaka,Proton,X50
91300,New,4999,2023,1477,Selangor,Proton,X50
95688,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86888,Used,34999,2020,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
113300,New,4999,2023,1477,Kuala Lumpur,Proton,X50
92800,Used,29999,2021,1477,Sarawak,Proton,X50
116790,New,4999,2022,1477,Kuala Lumpur,Proton,X50
99888,Used,24999,2022,1477,Selangor,Proton,X50
68888,New,4999,2023,1477,Kuala Lumpur,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
95000,Used,34999,2021,1477,Selangor,Proton,X50
89999,Used,64999,2021,1477,Johor,Proton,X50
93678,New,4999,2023,1477,Kuala Lumpur,Proton,X50
83800,Used,74999,2021,1477,Kelantan,Proton,X50
79700,Used,24999,2021,1477,Selangor,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
94628,New,4999,2023,1477,Kuala Lumpur,Proton,X50
106188,New,4999,2023,1477,Kuala Lumpur,Proton,X50
97500,New,4999,2023,1477,Kuala Lumpur,Proton,X50
95800,Used,29999,2020,1477,Selangor,Proton,X50
90300,New,4999,2023,1477,Selangor,Proton,X50
116379,New,4999,2023,1477,Selangor,Proton,X50
88300,New,4999,2022,1477,Sabah,Proton,X50
104606,New,4999,2023,1477,Kelantan,Proton,X50
103800,New,4999,2023,1477,Selangor,Proton,X50
85800,Used,24999,2021,1477,Penang,Proton,X50
93800,Used,24999,2021,1477,Penang,Proton,X50
77800,New,4999,2023,1477,Kuala Lumpur,Proton,X50
83300,New,4999,2023,1477,Selangor,Proton,X50
95800,Used,19999,2021,1477,Kuala Lumpur,Proton,X50
86300,New,4999,2023,1477,Selangor,Proton,X50
92000,Used,24999,2021,1477,Penang,Proton,X50
95800,Used,19999,2021,1477,Kuala Lumpur,Proton,X50
110000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
100800,Used,4999,2022,1477,Selangor,Proton,X50
89989,Used,19999,2020,1477,Selangor,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
87800,Used,29999,2021,1477,Selangor,Proton,X50
99000,Used,4999,2021,1477,Sabah,Proton,X50
84480,New,4999,2022,1477,Selangor,Proton,X50
100800,Used,4999,2022,1477,Selangor,Proton,X50
85000,New,4999,2023,1477,Kuala Lumpur,Proton,X50
77800,New,4999,2023,1477,Selangor,Proton,X50
85655,New,4999,2023,1477,Penang,Proton,X50
88000,Used,14999,2022,1477,Kuala Lumpur,Proton,X50
85122,New,4999,2023,1477,Kuala Lumpur,Proton,X50
